key,code,field_msc,gen,worked,q,fdeg,fext,fsym,fexc,fcc,logtime,depth,natt_talk
02c1d847e344111af6d183d0e30edb58,E2,55 Algebraic topology,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.9163,0,1
02c1d847e344111af6d183d0e30edb58,E3,55 Algebraic topology,0,1,0,0.25,0.1667,0.75,0.0,0.0,-0.4055,1,1
02c1d847e344111af6d183d0e30edb58,E4,55 Algebraic topology,1,1,0,0.0,0.1667,0.9167,0.0,0.0,0.9096,6,1
02c1d847e344111af6d183d0e30edb58,E5,55 Algebraic topology,1,1,0,0.0,0.0,0.0,0.0,0.8333,0.1961,6,1
02c1d847e344111af6d183d0e30edb58,E6,55 Algebraic topology,0,0,0,0.0,0.0,0.0,0.0,0.4167,0.1961,6,1
02cda8990a1bb868677335ad2b9c0884,E1,37 Dynamical systems and ergodic theory,1,1,0,0.0,0.0,0.0,0.0,1.0,1.3737,0,0
02cda8990a1bb868677335ad2b9c0884,E2,37 Dynamical systems and ergodic theory,1,0,0,0.0,0.0,0.0,0.0,1.0,-0.1431,1,1
02cda8990a1bb868677335ad2b9c0884,E3,37 Dynamical systems and ergodic theory,1,1,0,0.0,1.0,0.0,0.0,0.0,0.4165,2,2
02cda8990a1bb868677335ad2b9c0884,E4,37 Dynamical systems and ergodic theory,0,1,0,0.0,0.0,1.0,0.0,0.0,0.796,2,1
02cda8990a1bb868677335ad2b9c0884,E5,37 Dynamical systems and ergodic theory,0,0,0,0.0,0.0,1.0,0.0,0.0,0.3245,2,1
02cda8990a1bb868677335ad2b9c0884,E6,37 Dynamical systems and ergodic theory,1,0,0,0.0,0.0,1.0,0.0,0.0,0.9808,2,1
02cda8990a1bb868677335ad2b9c0884,E7,37 Dynamical systems and ergodic theory,0,0,1,0.0,1.0,0.0,0.0,1.0,0.3483,0,0
02dcdc750c5e506010b7ccfae677d308,E1,20 Group theory and generalizations,0,0,1,0.0,0.0833,0.0,0.0,0.0,0.7097,1,1
02dcdc750c5e506010b7ccfae677d308,E2,20 Group theory and generalizations,0,1,1,0.0,0.0,0.1667,0.0,1.0,1.7973,1,2
02dcdc750c5e506010b7ccfae677d308,E3,20 Group theory and generalizations,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7621,2,1
02dcdc750c5e506010b7ccfae677d308,E4,20 Group theory and generalizations,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.3567,3,1
02dcdc750c5e506010b7ccfae677d308,E5,20 Group theory and generalizations,0,1,1,0.1667,0.0,0.0,0.0,0.0,-1.204,3,1
02dcdc750c5e506010b7ccfae677d308,E6,20 Group theory and generalizations,0,0,1,0.0,0.0,0.0,0.0,0.6667,0.0953,3,2
0398fad4a3e6b74c47e2ac94128b91f8,E1,11 Number theory,0,0,0,0.0,0.0833,1.0,0.0,0.0,-0.069,4,1
0398fad4a3e6b74c47e2ac94128b91f8,E2,11 Number theory,1,1,0,0.0,1.0,0.0,0.0,1.0,0.7577,6,1
03b9d846689a70c2be8535790a155fab,E1,11 Number theory,0,1,1,1.0,0.9167,0.0,0.0,0.0,0.8401,0,1
03b9d846689a70c2be8535790a155fab,E2,11 Number theory,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.1823,5,1
03b9d846689a70c2be8535790a155fab,E3,11 Number theory,0,0,0,0.0,0.0,0.5833,0.0,0.0,0.5208,1,1
03b9d846689a70c2be8535790a155fab,E4,11 Number theory,1,1,0,1.0,0.9167,0.5833,0.0,0.0,2.0919,1,1
03b9d846689a70c2be8535790a155fab,E5,11 Number theory,0,0,0,0.0,1.0,0.0,0.0,0.0,1.1151,1,1
03b9d846689a70c2be8535790a155fab,E6,11 Number theory,1,1,0,1.0,0.5833,1.0,0.0,1.0,1.2432,1,1
03b9d846689a70c2be8535790a155fab,E7,11 Number theory,1,1,0,0.0,0.0833,1.0,0.0,0.0,1.5041,1,1
03b9d846689a70c2be8535790a155fab,E8,11 Number theory,1,1,0,0.0,0.5,0.75,0.0,0.8333,0.5208,3,1
03b9d846689a70c2be8535790a155fab,E9,11 Number theory,0,0,1,0.0,0.0,0.0,0.0,0.0,-0.2025,1,2
03bba7cdc3ba0a71b33fe3d7e5ca8d6e,E1,05 Combinatorics,1,1,0,0.4167,1.0,0.9167,0.0,0.0,0.6848,0,1
03bba7cdc3ba0a71b33fe3d7e5ca8d6e,E2,05 Combinatorics,0,0,0,0.0,1.0,0.5833,0.0,0.0,0.7178,0,1
03bba7cdc3ba0a71b33fe3d7e5ca8d6e,E3,05 Combinatorics,1,1,0,0.0,0.3333,0.0,0.0,1.0,2.069,1,1
03bba7cdc3ba0a71b33fe3d7e5ca8d6e,E4,05 Combinatorics,0,0,1,0.0,0.0,0.0,0.0,0.0,0.5404,1,1
03bba7cdc3ba0a71b33fe3d7e5ca8d6e,E5,05 Combinatorics,0,0,1,0.0,0.6667,0.0,0.0,0.0,-0.087,2,1
03bba7cdc3ba0a71b33fe3d7e5ca8d6e,E6,05 Combinatorics,1,1,0,0.0,0.9167,1.0,0.0,1.0,1.1889,5,2
03cfa8d8543e7d53652cfc186a197dab,E1,14 Algebraic geometry,,0,0,1.0,0.0,0.0,0.0,0.0,1.415,0,1
03cfa8d8543e7d53652cfc186a197dab,E2,14 Algebraic geometry,1,1,0,1.0,0.0833,0.0,0.0,1.0,1.3128,2,1
03cfa8d8543e7d53652cfc186a197dab,E3,14 Algebraic geometry,0,0,0,0.0,0.0,0.0,0.0,0.25,0.4595,2,1
03cfa8d8543e7d53652cfc186a197dab,E4,14 Algebraic geometry,0,1,0,0.4167,0.0,0.0,0.0,0.0,0.2231,3,1
03cfa8d8543e7d53652cfc186a197dab,E5,14 Algebraic geometry,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6419,5,0
046391ca22a18d609fd6375741264028,E1,03 Mathematical logic and foundations,0,0,0,0.0,0.75,0.0,0.0,0.4167,0.5008,0,1
046391ca22a18d609fd6375741264028,E2,03 Mathematical logic and foundations,1,1,0,0.0,1.0,0.0,0.0,1.0,1.6161,4,2
046391ca22a18d609fd6375741264028,E3,03 Mathematical logic and foundations,1,1,1,0.0,0.0,0.0,0.0,0.0,0.3124,6,1
046391ca22a18d609fd6375741264028,E4,03 Mathematical logic and foundations,0,0,0,0.0,0.0,0.0,0.0,0.4167,0.1961,6,1
046391ca22a18d609fd6375741264028,E5,03 Mathematical logic and foundations,,1,1,0.0,0.4167,0.0,0.0,0.0,0.0328,6,1
046391ca22a18d609fd6375741264028,E6,03 Mathematical logic and foundations,1,1,1,0.0,0.0,0.0,0.0,1.0,1.1151,6,1
048bced4d8cc487978cf31219eb3d326,E1,14 Algebraic geometry,1,1,0,0.0833,0.0,0.0,0.0,1.0,-0.1054,0,1
048bced4d8cc487978cf31219eb3d326,E2,14 Algebraic geometry,1,1,0,0.9167,0.0,0.0,0.0,1.0,0.1961,1,1
048bced4d8cc487978cf31219eb3d326,E3,14 Algebraic geometry,0,0,1,0.0,0.0,1.0,0.0,0.0,0.2877,4,0
054ae194a1654549d78821a8534db66b,E1,11 Number theory,0,1,1,0.8333,0.0,0.0,0.0,1.0,1.4271,0,1
054ae194a1654549d78821a8534db66b,E2,11 Number theory,1,0,0,0.1667,1.0,0.0,0.0,0.0,-0.0168,0,1
054ae194a1654549d78821a8534db66b,E3,11 Number theory,0,1,0,1.0,0.0833,0.0,0.0,0.5,-0.1625,1,1
054ae194a1654549d78821a8534db66b,E4,11 Number theory,1,1,0,1.0,1.0,0.0,0.0,1.0,0.9163,4,1
054ae194a1654549d78821a8534db66b,E5,11 Number theory,1,0,1,1.0,1.0,0.0,0.0,1.0,0.7259,5,1
0556ba3ac6bbc9677133f52070e667d2,E1,37 Dynamical systems and ergodic theory,,0,0,1.0,0.75,0.0,0.0,1.0,-0.4308,0,1
0556ba3ac6bbc9677133f52070e667d2,E2,37 Dynamical systems and ergodic theory,1,0,0,0.6667,0.0,0.0,0.0,0.0,1.2902,0,2
0556ba3ac6bbc9677133f52070e667d2,E3,37 Dynamical systems and ergodic theory,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5008,1,1
0556ba3ac6bbc9677133f52070e667d2,E4,37 Dynamical systems and ergodic theory,0,1,0,0.0833,0.0,0.5,0.0,0.0,0.5785,7,1
059ac7a13265741bee91f61e72c46ede,E1,18 Category theory; homological algebra,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1398,0,1
059ac7a13265741bee91f61e72c46ede,E2,18 Category theory; homological algebra,1,0,0,0.0,0.0,0.0,0.0,0.0,0.4055,1,1
059ac7a13265741bee91f61e72c46ede,E3,18 Category theory; homological algebra,1,0,0,0.0,0.0,0.0,0.0,0.0,0.6061,1,1
059ac7a13265741bee91f61e72c46ede,E4,18 Category theory; homological algebra,1,1,0,1.0,0.4167,0.0,0.0,0.0,1.248,5,1
059ac7a13265741bee91f61e72c46ede,E5,18 Category theory; homological algebra,0,0,1,0.0,0.0,1.0,0.0,0.1667,-0.539,6,1
05cf9f5ee4a07a50554e8e2d1635757b,E1,11 Number theory,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.8362,0,1
05cf9f5ee4a07a50554e8e2d1635757b,E2,11 Number theory,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.568,0,1
05cf9f5ee4a07a50554e8e2d1635757b,E3,11 Number theory,0,0,1,0.3333,0.0833,0.0,0.0,1.0,-0.0168,2,1
05cf9f5ee4a07a50554e8e2d1635757b,E4,11 Number theory,0,1,0,0.0,0.5833,0.0,0.0,0.0,1.9833,1,2
05cf9f5ee4a07a50554e8e2d1635757b,E5,11 Number theory,0,1,0,0.0,0.8333,0.0,0.0,0.0,0.5008,2,0
06b4f76cdbe42ce4ccffdf4503505398,E1,37 Dynamical systems and ergodic theory,,0,0,0.0,0.0,0.0,0.0,0.0,0.8824,0,1
06b4f76cdbe42ce4ccffdf4503505398,E2,37 Dynamical systems and ergodic theory,0,0,0,1.0,0.25,0.0,0.0,0.0,-1.3218,2,1
06b4f76cdbe42ce4ccffdf4503505398,E3,37 Dynamical systems and ergodic theory,0,1,0,0.0,0.9167,0.0,0.0,0.0,0.9933,3,1
06b4f76cdbe42ce4ccffdf4503505398,E4,37 Dynamical systems and ergodic theory,0,0,0,0.0,0.0,1.0,0.0,0.0,0.1252,2,1
06b4f76cdbe42ce4ccffdf4503505398,E5,37 Dynamical systems and ergodic theory,1,1,0,1.0,1.0,0.0833,0.0,1.0,0.6242,4,1
06b4f76cdbe42ce4ccffdf4503505398,E6,37 Dynamical systems and ergodic theory,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7621,4,1
06b4f76cdbe42ce4ccffdf4503505398,E7,37 Dynamical systems and ergodic theory,0,0,0,0.0,0.0,0.75,0.0,0.0,0.1683,5,1
06b4f76cdbe42ce4ccffdf4503505398,E8,37 Dynamical systems and ergodic theory,0,1,1,0.0833,0.0,0.75,0.0,1.0,0.3124,5,1
06c2445a0fd0b1948f3783695655a013,E1,53 Differential geometry,0,0,1,0.0,0.0,0.0833,0.0,0.0,-0.1431,1,1
06c2445a0fd0b1948f3783695655a013,E2,53 Differential geometry,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.069,3,1
06c2445a0fd0b1948f3783695655a013,E3,53 Differential geometry,0,0,1,0.0,0.0,0.0,0.0,0.0,-0.1054,5,1
06c75558ea7a67c26523d60637d5f0af,E1,37 Dynamical systems and ergodic theory,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2877,0,1
06e635e034ed218bae70f0e3c9e7f8cf,E1,"82 Statistical mechanics, structure of matter",0,0,0,0.0,0.0,0.4167,0.0,0.0,-0.3102,0,1
06e635e034ed218bae70f0e3c9e7f8cf,E2,"82 Statistical mechanics, structure of matter",1,1,0,0.0833,0.0,0.0,0.0,0.0,0.5108,1,1
06e635e034ed218bae70f0e3c9e7f8cf,E3,"82 Statistical mechanics, structure of matter",1,1,0,0.0,0.0,0.9167,0.0,0.0,1.8272,1,1
06e635e034ed218bae70f0e3c9e7f8cf,E4,"82 Statistical mechanics, structure of matter",1,1,1,0.8333,0.0,0.5,0.0,0.0,0.597,1,1
06e635e034ed218bae70f0e3c9e7f8cf,E5,"82 Statistical mechanics, structure of matter",0,0,0,0.0,1.0,0.0,0.0,0.0,1.0055,0,1
06e635e034ed218bae70f0e3c9e7f8cf,E6,"82 Statistical mechanics, structure of matter",1,0,1,0.0,0.0,0.0,0.0,0.0,-0.3567,2,1
06e635e034ed218bae70f0e3c9e7f8cf,E7,"82 Statistical mechanics, structure of matter",0,1,0,0.0,0.0,0.0,0.0,0.0,1.3481,4,1
06e635e034ed218bae70f0e3c9e7f8cf,E8,"82 Statistical mechanics, structure of matter",1,0,0,0.0,0.0,1.0,0.0,1.0,1.0236,3,2
06e635e034ed218bae70f0e3c9e7f8cf,E9,"82 Statistical mechanics, structure of matter",0,0,1,0.8333,0.4167,0.5,0.0,0.0,-0.568,4,1
07110e396be45c614a606403fba9a392,E1,53 Differential geometry,1,1,0,0.0833,0.0,0.9167,0.0,0.0,0.9808,0,1
07110e396be45c614a606403fba9a392,E2,53 Differential geometry,0,1,1,0.0833,0.0,0.0,0.0,0.0,0.6242,1,1
07110e396be45c614a606403fba9a392,E3,53 Differential geometry,0,1,0,0.9167,0.0,0.5,0.0,0.0,-0.5108,1,1
07110e396be45c614a606403fba9a392,E4,53 Differential geometry,1,1,0,0.25,0.3333,0.25,0.0,1.0,0.8615,1,1
07110e396be45c614a606403fba9a392,E5,53 Differential geometry,1,1,1,0.0,0.0,0.3333,0.0,0.0,0.734,4,1
07110e396be45c614a606403fba9a392,E6,53 Differential geometry,0,0,0,0.0,0.3333,0.6667,0.0,0.0,1.2384,5,1
07110e396be45c614a606403fba9a392,E7,53 Differential geometry,0,0,0,0.5833,0.0,0.4167,0.0,0.0,-0.727,5,1
07617502569abfc23a09496b2fa3e3d7,E1,11 Number theory,1,1,0,1.0,0.0,0.1667,0.0,1.0,0.2624,2,1
07617502569abfc23a09496b2fa3e3d7,E2,11 Number theory,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0168,2,1
07617502569abfc23a09496b2fa3e3d7,E3,11 Number theory,0,0,1,0.0,0.0,0.3333,0.0,0.0,-0.5978,4,1
07617502569abfc23a09496b2fa3e3d7,E4,11 Number theory,1,1,0,0.9167,0.25,0.6667,0.0,0.0,1.7492,6,1
08123fe51db386b00d009c848b738f3b,E1,35 Partial differential equations,0,0,0,0.0,1.0,0.0,0.0,0.0,0.633,0,1
088704e3acc19a4110c55b05044395bd,E1,55 Algebraic topology,0,0,1,0.0,0.0,0.0,0.0,0.6667,-0.3808,0,1
088704e3acc19a4110c55b05044395bd,E2,55 Algebraic topology,0,0,0,0.0,0.9167,0.0,0.0,0.0,0.0953,1,1
088704e3acc19a4110c55b05044395bd,E3,55 Algebraic topology,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.069,1,1
088704e3acc19a4110c55b05044395bd,E4,55 Algebraic topology,0,1,0,0.0,0.9167,0.0,0.0,0.0,-0.539,1,1
088704e3acc19a4110c55b05044395bd,E5,55 Algebraic topology,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.1431,2,1
088704e3acc19a4110c55b05044395bd,E6,55 Algebraic topology,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9555,2,1
088704e3acc19a4110c55b05044395bd,E7,55 Algebraic topology,0,1,0,0.1667,0.0,0.0,0.0,0.0,-0.0513,3,1
08ac1d927b832b00141c5b762b9c9607,E1,37 Dynamical systems and ergodic theory,,0,0,0.0,1.0,0.0,0.0,1.0,0.7097,0,1
08ac1d927b832b00141c5b762b9c9607,E2,37 Dynamical systems and ergodic theory,0,0,0,0.0,0.0,0.1667,0.0,0.0,0.6763,2,1
08ac1d927b832b00141c5b762b9c9607,E3,37 Dynamical systems and ergodic theory,0,0,1,0.0,0.0833,0.0,0.0,0.0,-0.087,3,1
08b259601ed1389b935832113da1337c,E1,46 Functional analysis,1,1,0,0.25,0.0833,1.0,0.0,1.0,-1.3863,0,1
08b259601ed1389b935832113da1337c,E2,46 Functional analysis,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.568,1,1
08b259601ed1389b935832113da1337c,E3,46 Functional analysis,1,1,0,0.0,1.0,0.0,0.0,1.0,-0.3102,1,1
08b259601ed1389b935832113da1337c,E4,46 Functional analysis,1,1,0,0.9167,0.0,1.0,0.0,1.0,0.5596,1,2
08b259601ed1389b935832113da1337c,E5,46 Functional analysis,0,1,0,0.0,0.0833,0.0,0.0,0.0,0.7097,1,1
08b259601ed1389b935832113da1337c,E6,46 Functional analysis,1,0,0,1.0,0.0,0.0,0.0,0.0,0.7498,3,1
08b259601ed1389b935832113da1337c,E7,46 Functional analysis,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0488,4,1
08b259601ed1389b935832113da1337c,E8,46 Functional analysis,0,0,0,0.25,1.0,1.0,0.0,0.0,0.7809,4,1
08b259601ed1389b935832113da1337c,E9,46 Functional analysis,1,1,0,0.0,0.0,0.0,0.0,0.0,-0.3102,4,1
